Neighbour	Removing	Predicted-label	Prob-class0	Prob-class1	Prob-class2	Prob-class3
All	NA	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id3instance	0.0652991452991453	0.2128205128205128	0.5516025641025641	0.17027777777777778
http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id1271instance	True	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id3instance	0.0552991452991453	0.2128205128205128	0.5416025641025641	0.1902777777777778
http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id1271instance	False	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id3instance	0.10676113360323886	0.16194331983805668	0.5410323886639676	0.19026315789473686
http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id997instance	True	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id3instance	0.04807692307692307	0.21115384615384614	0.5707692307692308	0.17
http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id997instance	False	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id3instance	0.08	0.21	0.49	0.22
http://www.aifb.uni-karlsruhe.de/Projekte/viewProjektOWL/id63instance	True	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id3instance	0.08472222222222221	0.22322916666666665	0.5114583333333332	0.18059027777777778
http://www.aifb.uni-karlsruhe.de/Projekte/viewProjektOWL/id63instance	False	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id3instance	0.05676113360323886	0.2819433198380567	0.38103238866396766	0.2802631578947368
http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id1272instance	True	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id3instance	0.06807692307692308	0.21115384615384614	0.5507692307692308	0.17
http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id1272instance	False	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id3instance	0.1126806262969251	0.2653593661573288	0.36141907187323147	0.26054093567251463
http://swrc.ontoware.org/ontology#Person	True	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id3instance	0.04807692307692307	0.23115384615384613	0.5607692307692308	0.16
http://swrc.ontoware.org/ontology#Person	False	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id3instance	0.1275	0.2415625	0.400625	0.2303125
http://swrc.ontoware.org/ontology#PhDStudent	True	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id3instance	0.06807692307692308	0.23115384615384613	0.5307692307692308	0.17
http://swrc.ontoware.org/ontology#PhDStudent	False	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id3instance	0.1	0.13	0.45	0.32
http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id1274instance	True	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id3instance	0.0952991452991453	0.2328205128205128	0.5316025641025641	0.14027777777777778
http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id1274instance	False	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id3instance	0.0752991452991453	0.26282051282051283	0.4316025641025641	0.23027777777777778
http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id1273instance	True	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id3instance	0.0652991452991453	0.2128205128205128	0.5416025641025641	0.1802777777777778
http://www.aifb.uni-karlsruhe.de/Publikationen/viewPublikationOWL/id1273instance	False	http://www.aifb.uni-karlsruhe.de/Forschungsgruppen/viewForschungsgruppeOWL/id3instance	0.12676113360323885	0.2319433198380567	0.48103238866396764	0.16026315789473686
